milieu,province,annee,taux_activite,taux_emploi,taux_chomage
National,Agadir-Ida-Ou-Tanane,2017,41.9,36.2,13.5
National,Agadir-Ida-Ou-Tanane,2018,40.7,34.9,14.2
National,Agadir-Ida-Ou-Tanane,2019,41.9,36.3,13.3
National,Agadir-Ida-Ou-Tanane,2020,41.5,35.1,15.4
National,Agadir-Ida-Ou-Tanane,2021,40.8,34.5,15.5
National,Agadir-Ida-Ou-Tanane,2022,38.4,32.3,15.8
National,Agadir-Ida-Ou-Tanane,2023,39.4,33.1,15.9
National,Agadir-Ida-Ou-Tanane,2024,41.7,34.8,16.4
National,Agadir-Ida-Ou-Tanane,2025,41.4,35.3,14.6
Rural,Agadir-Ida-Ou-Tanane,2017,49.5,46.0,
Rural,Agadir-Ida-Ou-Tanane,2018,41.9,38.8,
Rural,Agadir-Ida-Ou-Tanane,2019,43.9,41.3,
Rural,Agadir-Ida-Ou-Tanane,2020,43.6,41.1,
Rural,Agadir-Ida-Ou-Tanane,2021,43.8,41.3,
Rural,Agadir-Ida-Ou-Tanane,2022,37.9,35.1,
Rural,Agadir-Ida-Ou-Tanane,2023,36.6,33.9,
Rural,Agadir-Ida-Ou-Tanane,2024,36.9,32.6,
Rural,Agadir-Ida-Ou-Tanane,2025,36.8,32.6,
Urbain,Agadir-Ida-Ou-Tanane,2017,40.8,34.8,14.6
Urbain,Agadir-Ida-Ou-Tanane,2018,40.5,34.4,15.1
Urbain,Agadir-Ida-Ou-Tanane,2019,41.6,35.6,14.4
Urbain,Agadir-Ida-Ou-Tanane,2020,41.2,34.3,16.9
Urbain,Agadir-Ida-Ou-Tanane,2021,40.4,33.5,16.9
Urbain,Agadir-Ida-Ou-Tanane,2022,38.4,32.0,16.9
Urbain,Agadir-Ida-Ou-Tanane,2023,39.7,33.0,16.9
Urbain,Agadir-Ida-Ou-Tanane,2024,42.2,35.1,16.9
Urbain,Agadir-Ida-Ou-Tanane,2025,41.9,35.6,15.0
National,Al Haouz,2017,49.0,47.3,3.5
National,Al Haouz,2018,49.4,47.6,3.5
National,Al Haouz,2019,48.5,46.9,3.4
National,Al Haouz,2020,46.8,43.7,6.6
National,Al Haouz,2021,47.5,45.5,4.3
National,Al Haouz,2022,45.3,43.7,3.5
National,Al Haouz,2023,45.5,43.7,3.9
National,Al Haouz,2024,43.4,41.1,5.4
National,Al Haouz,2025,44.9,42.2,6.0
Rural,Al Haouz,2017,51.1,49.5,3.1
Rural,Al Haouz,2018,51.1,49.6,3.0
Rural,Al Haouz,2019,50.0,48.5,2.9
Rural,Al Haouz,2020,48.1,45.7,5.1
Rural,Al Haouz,2021,48.8,47.0,3.7
Rural,Al Haouz,2022,46.4,45.2,2.7
Rural,Al Haouz,2023,46.2,44.7,3.3
Rural,Al Haouz,2024,43.8,42.0,4.0
Rural,Al Haouz,2025,45.7,43.7,4.5
Urbain,Al Haouz,2017,38.1,35.8,
Urbain,Al Haouz,2018,40.1,37.2,
Urbain,Al Haouz,2019,40.9,38.3,
Urbain,Al Haouz,2020,40.3,34.1,15.4
Urbain,Al Haouz,2021,40.7,37.5,
Urbain,Al Haouz,2022,39.3,36.2,
Urbain,Al Haouz,2023,42.2,39.2,
Urbain,Al Haouz,2024,41.6,36.2,12.9
Urbain,Al Haouz,2025,41.0,35.1,14.4
National,Al Hoceima,2017,52.4,48.3,7.8
National,Al Hoceima,2018,52.3,48.6,7.0
National,Al Hoceima,2019,48.2,44.1,8.4
National,Al Hoceima,2020,45.4,40.2,11.4
National,Al Hoceima,2021,50.5,45.4,10.0
National,Al Hoceima,2022,52.5,48.1,8.5
National,Al Hoceima,2023,49.9,44.8,10.2
National,Al Hoceima,2024,49.1,45.2,8.0
National,Al Hoceima,2025,48.1,44.8,6.7
Rural,Al Hoceima,2017,57.0,54.4,4.6
Rural,Al Hoceima,2018,57.3,55.0,4.0
Rural,Al Hoceima,2019,50.6,48.1,4.9
Rural,Al Hoceima,2020,47.2,43.6,7.7
Rural,Al Hoceima,2021,55.4,52.8,4.8
Rural,Al Hoceima,2022,59.2,57.0,3.7
Rural,Al Hoceima,2023,56.0,53.2,5.0
Rural,Al Hoceima,2024,54.5,52.4,3.9
Rural,Al Hoceima,2025,53.4,51.7,
Urbain,Al Hoceima,2017,43.8,37.0,15.6
Urbain,Al Hoceima,2018,42.9,36.8,14.3
Urbain,Al Hoceima,2019,43.9,37.1,15.7
Urbain,Al Hoceima,2020,42.7,35.4,17.0
Urbain,Al Hoceima,2021,42.5,33.5,21.0
Urbain,Al Hoceima,2022,41.7,33.6,19.4
Urbain,Al Hoceima,2023,39.9,31.2,21.8
Urbain,Al Hoceima,2024,40.6,33.8,16.8
Urbain,Al Hoceima,2025,39.2,33.5,14.5
National,Assa-Zag,2017,32.8,23.8,
National,Assa-Zag,2018,35.9,,
National,Assa-Zag,2019,40.2,24.8,
National,Assa-Zag,2020,42.3,31.4,
National,Assa-Zag,2021,37.1,28.5,
National,Assa-Zag,2022,34.1,27.4,
National,Assa-Zag,2023,31.2,23.0,
National,Assa-Zag,2024,33.6,23.3,
National,Assa-Zag,2025,35.3,25.0,
Urbain,Assa-Zag,2017,32.8,23.8,
Urbain,Assa-Zag,2018,35.9,,
Urbain,Assa-Zag,2019,40.2,24.8,
Urbain,Assa-Zag,2020,42.3,31.4,
Urbain,Assa-Zag,2021,37.1,28.5,
Urbain,Assa-Zag,2022,34.1,27.4,
Urbain,Assa-Zag,2023,31.2,23.0,
Urbain,Assa-Zag,2024,33.6,23.3,
Urbain,Assa-Zag,2025,35.3,25.0,
National,Azilal,2017,44.9,42.8,4.6
National,Azilal,2018,42.6,41.4,2.9
National,Azilal,2019,45.4,43.9,3.4
National,Azilal,2020,43.6,40.7,6.6
National,Azilal,2021,44.0,40.5,8.0
National,Azilal,2022,40.3,36.1,10.6
National,Azilal,2023,34.1,29.9,12.3
National,Azilal,2024,31.3,27.0,13.9
National,Azilal,2025,28.9,25.4,12.1
Rural,Azilal,2017,48.5,46.9,3.4
Rural,Azilal,2018,45.5,44.8,
Rural,Azilal,2019,48.3,47.5,
Rural,Azilal,2020,46.1,43.7,5.0
Rural,Azilal,2021,46.8,43.8,6.4
Rural,Azilal,2022,43.0,39.0,9.3
Rural,Azilal,2023,35.7,31.8,10.9
Rural,Azilal,2024,32.4,28.8,11.3
Rural,Azilal,2025,29.2,25.9,11.4
Urbain,Azilal,2017,31.5,27.9,
Urbain,Azilal,2018,32.0,28.9,
Urbain,Azilal,2019,35.3,30.9,
Urbain,Azilal,2020,34.6,29.7,14.3
Urbain,Azilal,2021,33.8,28.6,15.6
Urbain,Azilal,2022,31.0,25.9,16.6
Urbain,Azilal,2023,29.0,23.7,18.2
Urbain,Azilal,2024,27.7,21.1,23.8
Urbain,Azilal,2025,28.2,24.1,
National,Benslimane,2017,60.2,57.0,5.2
National,Benslimane,2018,58.8,55.7,5.1
National,Benslimane,2019,57.5,54.3,5.4
National,Benslimane,2020,49.0,45.0,8.3
National,Benslimane,2021,47.8,44.3,7.3
National,Benslimane,2022,45.5,41.7,8.3
National,Benslimane,2023,45.2,39.9,11.7
National,Benslimane,2024,46.7,40.2,13.8
National,Benslimane,2025,46.7,40.4,13.5
Rural,Benslimane,2017,74.9,74.7,
Rural,Benslimane,2018,71.8,71.3,
Rural,Benslimane,2019,67.3,64.9,
Rural,Benslimane,2020,53.4,50.6,
Rural,Benslimane,2021,51.2,49.8,
Rural,Benslimane,2022,49.5,47.8,
Rural,Benslimane,2023,49.1,46.0,
Rural,Benslimane,2024,49.7,45.1,9.4
Rural,Benslimane,2025,48.5,43.8,9.8
Urbain,Benslimane,2017,46.4,40.6,12.6
Urbain,Benslimane,2018,44.6,38.9,12.8
Urbain,Benslimane,2019,48.2,44.4,7.9
Urbain,Benslimane,2020,44.9,39.7,11.7
Urbain,Benslimane,2021,44.9,39.5,11.9
Urbain,Benslimane,2022,42.2,36.7,13.0
Urbain,Benslimane,2023,42.2,35.2,16.6
Urbain,Benslimane,2024,44.4,36.6,17.6
Urbain,Benslimane,2025,45.3,37.7,16.6
National,Berkane,2017,45.0,36.8,18.1
National,Berkane,2018,44.6,37.7,15.5
National,Berkane,2019,42.8,37.7,11.9
National,Berkane,2020,42.7,34.3,19.8
National,Berkane,2021,44.8,36.1,19.6
National,Berkane,2022,44.5,36.7,17.5
National,Berkane,2023,42.6,33.9,20.5
National,Berkane,2024,41.8,34.0,18.7
National,Berkane,2025,39.8,31.5,20.8
Rural,Berkane,2017,51.6,44.8,13.3
Rural,Berkane,2018,50.0,44.2,11.6
Rural,Berkane,2019,47.1,42.7,9.3
Rural,Berkane,2020,44.6,35.1,21.3
Rural,Berkane,2021,48.9,41.0,16.2
Rural,Berkane,2022,47.9,40.8,14.8
Rural,Berkane,2023,44.7,37.7,15.8
Rural,Berkane,2024,44.0,38.6,12.4
Rural,Berkane,2025,41.8,34.1,18.3
Urbain,Berkane,2017,41.4,32.6,21.2
Urbain,Berkane,2018,42.1,34.6,17.8
Urbain,Berkane,2019,40.7,35.3,13.4
Urbain,Berkane,2020,41.9,33.9,19.1
Urbain,Berkane,2021,43.0,33.8,21.3
Urbain,Berkane,2022,43.1,35.0,18.8
Urbain,Berkane,2023,41.7,32.3,22.5
Urbain,Berkane,2024,40.9,32.2,21.3
Urbain,Berkane,2025,39.1,30.5,21.8
National,Berrechid,2017,49.5,46.6,5.8
National,Berrechid,2018,49.3,46.8,5.1
National,Berrechid,2019,50.5,48.3,4.3
National,Berrechid,2020,46.4,42.4,8.7
National,Berrechid,2021,47.2,43.6,7.7
National,Berrechid,2022,44.6,41.5,6.8
National,Berrechid,2023,45.2,40.8,9.7
National,Berrechid,2024,47.0,41.4,11.9
National,Berrechid,2025,47.6,41.4,13.0
Rural,Berrechid,2017,61.5,59.9,
Rural,Berrechid,2018,63.1,62.2,
Rural,Berrechid,2019,63.3,62.6,
Rural,Berrechid,2020,54.5,52.5,
Rural,Berrechid,2021,55.8,53.5,
Rural,Berrechid,2022,51.5,49.1,
Rural,Berrechid,2023,51.4,48.2,6.3
Rural,Berrechid,2024,50.4,46.5,7.7
Rural,Berrechid,2025,50.6,46.8,7.6
Urbain,Berrechid,2017,41.2,37.4,9.1
Urbain,Berrechid,2018,39.9,36.3,9.1
Urbain,Berrechid,2019,41.8,38.6,7.7
Urbain,Berrechid,2020,41.6,36.3,12.6
Urbain,Berrechid,2021,41.9,37.4,10.7
Urbain,Berrechid,2022,40.5,37.0,8.4
Urbain,Berrechid,2023,41.4,36.3,12.2
Urbain,Berrechid,2024,45.1,38.5,14.6
Urbain,Berrechid,2025,46.0,38.5,16.2
National,Boujdour,2017,45.4,42.8,
National,Boujdour,2018,52.7,50.2,
National,Boujdour,2019,44.4,39.7,
National,Boujdour,2020,51.3,43.7,
National,Boujdour,2021,47.0,37.3,20.7
National,Boujdour,2022,44.1,35.8,19.0
National,Boujdour,2023,50.1,37.9,24.4
National,Boujdour,2024,50.6,41.1,18.8
National,Boujdour,2025,47.9,38.9,18.7
Urbain,Boujdour,2017,39.3,36.4,
Urbain,Boujdour,2018,41.6,38.5,
Urbain,Boujdour,2019,39.0,33.8,
Urbain,Boujdour,2020,41.8,32.8,
Urbain,Boujdour,2021,40.2,29.3,27.2
Urbain,Boujdour,2022,36.8,27.4,25.7
Urbain,Boujdour,2023,41.4,27.0,34.7
Urbain,Boujdour,2024,41.1,29.7,27.6
Urbain,Boujdour,2025,41.6,31.6,24.1
National,Boulemane,2017,39.0,36.7,
National,Boulemane,2018,38.1,36.3,
National,Boulemane,2019,41.2,39.1,
National,Boulemane,2020,40.1,37.3,6.8
National,Boulemane,2021,41.2,36.7,10.9
National,Boulemane,2022,39.4,35.6,9.5
National,Boulemane,2023,37.6,32.6,13.3
National,Boulemane,2024,38.1,32.8,14.0
National,Boulemane,2025,37.9,33.3,12.2
Rural,Boulemane,2017,44.8,43.5,
Rural,Boulemane,2018,43.9,42.4,
Rural,Boulemane,2019,46.7,44.7,
Rural,Boulemane,2020,45.3,43.1,
Rural,Boulemane,2021,48.3,45.5,
Rural,Boulemane,2022,44.4,41.4,
Rural,Boulemane,2023,40.4,36.0,
Rural,Boulemane,2024,39.6,34.8,12.0
Rural,Boulemane,2025,39.6,35.1,
Urbain,Boulemane,2017,28.9,24.9,
Urbain,Boulemane,2018,28.0,25.8,
Urbain,Boulemane,2019,32.0,29.5,
Urbain,Boulemane,2020,32.4,29.0,
Urbain,Boulemane,2021,29.9,22.8,23.7
Urbain,Boulemane,2022,31.1,26.2,
Urbain,Boulemane,2023,33.1,27.0,
Urbain,Boulemane,2024,35.7,29.4,
Urbain,Boulemane,2025,35.3,30.4,
National,Béni Mellal,2017,42.2,39.0,7.6
National,Béni Mellal,2018,40.7,37.4,8.1
National,Béni Mellal,2019,42.7,39.3,8.1
National,Béni Mellal,2020,41.2,37.4,9.1
National,Béni Mellal,2021,43.0,37.2,13.6
National,Béni Mellal,2022,40.2,33.6,16.5
National,Béni Mellal,2023,38.8,31.7,18.3
National,Béni Mellal,2024,38.3,31.5,17.8
National,Béni Mellal,2025,37.3,31.8,14.9
Rural,Béni Mellal,2017,50.1,48.4,
Rural,Béni Mellal,2018,48.7,46.7,4.1
Rural,Béni Mellal,2019,50.5,48.6,
Rural,Béni Mellal,2020,49.5,46.8,5.6
Rural,Béni Mellal,2021,50.0,45.9,8.2
Rural,Béni Mellal,2022,44.9,40.6,9.5
Rural,Béni Mellal,2023,45.3,40.0,11.7
Rural,Béni Mellal,2024,43.6,39.3,9.8
Rural,Béni Mellal,2025,41.6,38.1,8.4
Urbain,Béni Mellal,2017,36.9,32.8,11.2
Urbain,Béni Mellal,2018,35.5,31.4,11.7
Urbain,Béni Mellal,2019,37.8,33.4,11.7
Urbain,Béni Mellal,2020,35.8,31.4,12.2
Urbain,Béni Mellal,2021,38.6,31.6,18.1
Urbain,Béni Mellal,2022,37.2,29.1,21.7
Urbain,Béni Mellal,2023,34.8,26.5,23.8
Urbain,Béni Mellal,2024,35.1,26.7,23.9
Urbain,Béni Mellal,2025,34.8,28.0,19.6
National,Casablanca,2017,45.8,38.6,15.9
National,Casablanca,2018,45.7,39.2,14.2
National,Casablanca,2019,46.6,40.3,13.5
National,Casablanca,2020,45.0,36.7,18.5
National,Casablanca,2021,45.3,36.3,19.7
National,Casablanca,2022,44.4,36.3,18.2
National,Casablanca,2023,44.2,35.8,19.0
National,Casablanca,2024,43.7,35.7,18.3
National,Casablanca,2025,43.8,36.1,17.7
Urbain,Casablanca,2017,45.8,38.6,15.9
Urbain,Casablanca,2018,45.7,39.2,14.2
Urbain,Casablanca,2019,46.6,40.3,13.5
Urbain,Casablanca,2020,45.0,36.7,18.5
Urbain,Casablanca,2021,45.3,36.3,19.7
Urbain,Casablanca,2022,44.4,36.3,18.2
Urbain,Casablanca,2023,44.2,35.8,19.0
Urbain,Casablanca,2024,43.7,35.7,18.3
Urbain,Casablanca,2025,43.8,36.1,17.7
National,Chefchaouen,2017,55.0,52.8,3.9
National,Chefchaouen,2018,54.6,52.6,3.8
National,Chefchaouen,2019,52.1,49.6,4.7
National,Chefchaouen,2020,49.1,46.4,5.5
National,Chefchaouen,2021,58.7,56.0,4.6
National,Chefchaouen,2022,60.2,57.2,5.0
National,Chefchaouen,2023,58.7,55.2,6.0
National,Chefchaouen,2024,60.1,56.5,6.0
National,Chefchaouen,2025,58.8,56.1,4.6
Rural,Chefchaouen,2017,56.6,55.0,2.8
Rural,Chefchaouen,2018,56.3,55.0,
Rural,Chefchaouen,2019,53.7,52.0,3.2
Rural,Chefchaouen,2020,51.0,49.4,3.2
Rural,Chefchaouen,2021,62.1,60.5,2.5
Rural,Chefchaouen,2022,63.4,62.0,2.2
Rural,Chefchaouen,2023,61.4,59.7,2.8
Rural,Chefchaouen,2024,63.1,61.4,2.8
Rural,Chefchaouen,2025,61.9,60.5,2.3
Urbain,Chefchaouen,2017,44.4,39.0,
Urbain,Chefchaouen,2018,44.6,38.4,13.8
Urbain,Chefchaouen,2019,43.2,36.8,14.8
Urbain,Chefchaouen,2020,41.0,33.6,18.0
Urbain,Chefchaouen,2021,40.9,32.1,21.5
Urbain,Chefchaouen,2022,44.0,32.7,25.6
Urbain,Chefchaouen,2023,45.1,32.5,27.9
Urbain,Chefchaouen,2024,44.9,31.9,29.0
Urbain,Chefchaouen,2025,44.1,35.5,19.4
National,Chichaoua,2017,51.6,50.1,2.8
National,Chichaoua,2018,50.5,49.0,3.0
National,Chichaoua,2019,49.5,47.8,3.3
National,Chichaoua,2020,47.5,46.0,3.3
National,Chichaoua,2021,47.1,45.9,
National,Chichaoua,2022,42.9,41.4,3.4
National,Chichaoua,2023,38.5,37.6,
National,Chichaoua,2024,39.2,36.7,6.3
National,Chichaoua,2025,39.4,37.2,5.7
Rural,Chichaoua,2017,53.3,52.4,
Rural,Chichaoua,2018,51.4,50.3,
Rural,Chichaoua,2019,50.5,49.1,
Rural,Chichaoua,2020,49.1,47.7,
Rural,Chichaoua,2021,48.9,48.1,
Rural,Chichaoua,2022,43.9,42.7,
Rural,Chichaoua,2023,38.1,37.4,
Rural,Chichaoua,2024,38.9,36.7,5.8
Rural,Chichaoua,2025,39.8,37.9,
Urbain,Chichaoua,2017,43.9,40.1,
Urbain,Chichaoua,2018,46.1,42.5,
Urbain,Chichaoua,2019,44.3,41.8,
Urbain,Chichaoua,2020,40.9,38.6,
Urbain,Chichaoua,2021,39.5,36.6,
Urbain,Chichaoua,2022,38.6,36.0,
Urbain,Chichaoua,2023,40.6,38.4,
Urbain,Chichaoua,2024,40.1,36.8,
Urbain,Chichaoua,2025,37.9,34.3,
National,Chtouka-Ait Baha,2017,48.3,45.4,5.9
National,Chtouka-Ait Baha,2018,49.5,46.3,6.4
National,Chtouka-Ait Baha,2019,45.6,42.3,7.3
National,Chtouka-Ait Baha,2020,43.6,39.6,9.2
National,Chtouka-Ait Baha,2021,45.6,42.5,6.8
National,Chtouka-Ait Baha,2022,42.3,39.1,7.6
National,Chtouka-Ait Baha,2023,42.8,38.1,11.0
National,Chtouka-Ait Baha,2024,43.1,39.9,7.4
National,Chtouka-Ait Baha,2025,43.7,40.8,6.8
Rural,Chtouka-Ait Baha,2017,46.6,43.8,6.0
Rural,Chtouka-Ait Baha,2018,47.2,44.3,6.1
Rural,Chtouka-Ait Baha,2019,43.7,40.8,6.6
Rural,Chtouka-Ait Baha,2020,42.3,38.2,9.7
Rural,Chtouka-Ait Baha,2021,45.0,42.5,5.7
Rural,Chtouka-Ait Baha,2022,40.1,37.2,7.3
Rural,Chtouka-Ait Baha,2023,40.5,36.2,10.8
Rural,Chtouka-Ait Baha,2024,40.8,38.7,5.2
Rural,Chtouka-Ait Baha,2025,41.6,39.1,5.8
Urbain,Chtouka-Ait Baha,2017,52.1,49.1,
Urbain,Chtouka-Ait Baha,2018,54.8,51.0,
Urbain,Chtouka-Ait Baha,2019,49.7,45.4,8.6
Urbain,Chtouka-Ait Baha,2020,46.4,42.5,8.4
Urbain,Chtouka-Ait Baha,2021,46.8,42.6,9.0
Urbain,Chtouka-Ait Baha,2022,46.5,42.8,8.0
Urbain,Chtouka-Ait Baha,2023,46.9,41.7,11.2
Urbain,Chtouka-Ait Baha,2024,47.0,42.0,10.6
Urbain,Chtouka-Ait Baha,2025,47.1,43.3,8.2
National,Driouch,2017,43.6,37.2,14.7
National,Driouch,2018,42.8,36.7,14.4
National,Driouch,2019,43.2,38.3,11.5
National,Driouch,2020,41.4,34.2,17.4
National,Driouch,2021,40.7,36.0,11.7
National,Driouch,2022,39.6,34.5,12.9
National,Driouch,2023,38.0,30.9,18.6
National,Driouch,2024,36.2,29.9,17.4
National,Driouch,2025,37.8,31.5,16.6
Rural,Driouch,2017,43.4,37.1,14.4
Rural,Driouch,2018,43.0,36.9,14.2
Rural,Driouch,2019,43.6,38.7,11.4
Rural,Driouch,2020,41.7,33.1,20.6
Rural,Driouch,2021,40.4,35.5,12.2
Rural,Driouch,2022,39.6,34.7,12.4
Rural,Driouch,2023,38.5,31.6,17.9
Rural,Driouch,2024,34.3,28.6,16.5
Rural,Driouch,2025,37.6,30.8,18.0
Urbain,Driouch,2017,44.2,37.4,15.4
Urbain,Driouch,2018,42.3,36.0,
Urbain,Driouch,2019,42.3,37.3,
Urbain,Driouch,2020,40.9,36.7,
Urbain,Driouch,2021,41.4,36.9,
Urbain,Driouch,2022,39.6,34.2,
Urbain,Driouch,2023,37.1,29.8,19.9
Urbain,Driouch,2024,39.3,31.9,18.8
Urbain,Driouch,2025,38.2,32.6,
National,El Hajeb,2017,46.1,39.9,13.3
National,El Hajeb,2018,43.6,39.6,9.2
National,El Hajeb,2019,42.3,38.2,9.8
National,El Hajeb,2020,42.6,35.3,17.0
National,El Hajeb,2021,44.1,38.0,13.8
National,El Hajeb,2022,45.0,37.7,16.2
National,El Hajeb,2023,45.7,39.3,14.0
National,El Hajeb,2024,47.2,40.5,14.1
National,El Hajeb,2025,46.6,39.1,16.0
Rural,El Hajeb,2017,50.4,47.0,6.7
Rural,El Hajeb,2018,47.1,45.5,
Rural,El Hajeb,2019,48.0,45.4,
Rural,El Hajeb,2020,47.8,41.3,13.4
Rural,El Hajeb,2021,47.2,44.3,
Rural,El Hajeb,2022,49.3,43.5,11.7
Rural,El Hajeb,2023,49.1,45.8,
Rural,El Hajeb,2024,51.7,45.5,12.0
Rural,El Hajeb,2025,50.1,44.8,10.6
Urbain,El Hajeb,2017,41.9,33.1,20.9
Urbain,El Hajeb,2018,40.2,33.8,15.9
Urbain,El Hajeb,2019,37.2,31.6,15.1
Urbain,El Hajeb,2020,38.2,30.3,20.7
Urbain,El Hajeb,2021,41.5,32.6,21.3
Urbain,El Hajeb,2022,40.9,32.2,21.2
Urbain,El Hajeb,2023,42.7,33.5,21.6
Urbain,El Hajeb,2024,43.1,36.0,16.5
Urbain,El Hajeb,2025,43.7,34.4,21.2
National,El Jadida,2017,60.3,55.1,8.7
National,El Jadida,2018,58.6,53.5,8.6
National,El Jadida,2019,57.3,51.9,9.3
National,El Jadida,2020,56.0,50.4,10.1
National,El Jadida,2021,54.5,47.3,13.1
National,El Jadida,2022,54.0,47.9,11.3
National,El Jadida,2023,51.7,45.5,12.0
National,El Jadida,2024,51.8,45.5,12.0
National,El Jadida,2025,51.5,45.3,12.0
Rural,El Jadida,2017,69.4,66.9,3.5
Rural,El Jadida,2018,67.5,65.6,2.8
Rural,El Jadida,2019,66.3,63.8,3.8
Rural,El Jadida,2020,62.7,59.8,4.6
Rural,El Jadida,2021,62.1,58.9,5.2
Rural,El Jadida,2022,58.6,55.6,5.2
Rural,El Jadida,2023,55.5,52.2,6.0
Rural,El Jadida,2024,56.4,53.2,5.6
Rural,El Jadida,2025,56.4,53.9,4.5
Urbain,El Jadida,2017,48.3,39.4,18.4
Urbain,El Jadida,2018,46.9,37.7,19.5
Urbain,El Jadida,2019,46.3,37.5,19.0
Urbain,El Jadida,2020,46.9,37.5,20.0
Urbain,El Jadida,2021,45.9,34.4,25.1
Urbain,El Jadida,2022,48.9,39.3,19.5
Urbain,El Jadida,2023,47.6,38.2,19.9
Urbain,El Jadida,2024,46.9,37.4,20.2
Urbain,El Jadida,2025,46.4,36.6,21.2
National,El Kelâa des Sraghna,2017,49.5,47.0,4.9
National,El Kelâa des Sraghna,2018,48.1,46.2,3.9
National,El Kelâa des Sraghna,2019,48.2,45.7,5.2
National,El Kelâa des Sraghna,2020,46.5,43.7,6.0
National,El Kelâa des Sraghna,2021,45.6,43.3,4.9
National,El Kelâa des Sraghna,2022,44.4,41.3,7.0
National,El Kelâa des Sraghna,2023,42.2,38.5,8.8
National,El Kelâa des Sraghna,2024,43.7,39.7,9.0
National,El Kelâa des Sraghna,2025,42.4,38.4,9.4
Rural,El Kelâa des Sraghna,2017,53.7,52.2,2.8
Rural,El Kelâa des Sraghna,2018,50.7,49.6,
Rural,El Kelâa des Sraghna,2019,51.4,49.6,3.4
Rural,El Kelâa des Sraghna,2020,49.2,46.9,4.6
Rural,El Kelâa des Sraghna,2021,47.8,45.9,4.1
Rural,El Kelâa des Sraghna,2022,46.2,43.5,5.7
Rural,El Kelâa des Sraghna,2023,43.4,40.3,7.2
Rural,El Kelâa des Sraghna,2024,44.9,41.6,7.4
Rural,El Kelâa des Sraghna,2025,43.0,39.0,9.3
Urbain,El Kelâa des Sraghna,2017,39.5,34.8,11.9
Urbain,El Kelâa des Sraghna,2018,41.5,37.6,9.2
Urbain,El Kelâa des Sraghna,2019,40.5,36.2,10.8
Urbain,El Kelâa des Sraghna,2020,40.4,36.5,9.6
Urbain,El Kelâa des Sraghna,2021,40.2,37.3,7.3
Urbain,El Kelâa des Sraghna,2022,40.0,35.9,10.4
Urbain,El Kelâa des Sraghna,2023,39.4,34.4,12.9
Urbain,El Kelâa des Sraghna,2024,40.7,35.3,13.3
Urbain,El Kelâa des Sraghna,2025,41.1,37.1,9.8
National,Errachidia,2017,35.5,32.6,8.0
National,Errachidia,2018,35.2,32.7,7.0
National,Errachidia,2019,36.1,34.2,5.4
National,Errachidia,2020,35.8,33.0,7.9
National,Errachidia,2021,38.3,33.9,11.5
National,Errachidia,2022,35.8,31.7,11.5
National,Errachidia,2023,36.8,31.6,14.2
National,Errachidia,2024,34.4,30.2,12.3
National,Errachidia,2025,33.8,30.7,9.1
Rural,Errachidia,2017,37.4,35.6,
Rural,Errachidia,2018,36.8,35.7,
Rural,Errachidia,2019,38.3,37.4,
Rural,Errachidia,2020,36.4,34.5,
Rural,Errachidia,2021,39.6,37.0,
Rural,Errachidia,2022,33.7,31.1,
Rural,Errachidia,2023,36.0,32.5,9.7
Rural,Errachidia,2024,33.0,29.8,9.6
Rural,Errachidia,2025,35.0,32.2,
Urbain,Errachidia,2017,33.3,29.4,11.8
Urbain,Errachidia,2018,33.2,29.2,12.0
Urbain,Errachidia,2019,33.8,30.7,9.1
Urbain,Errachidia,2020,35.2,31.3,10.9
Urbain,Errachidia,2021,37.0,30.8,16.8
Urbain,Errachidia,2022,37.7,32.2,14.7
